Group,Upload Start Timestamp,Upload End Timestamp,Upload Delay (ms),Download Start Timestamp,Download End Timestamp,Download Delay (ms),Total Elapsed Time (ms)
337,2024-08-19 15:25:20.081313,2024-08-19 15:25:20.527424,446.1145,2024-08-19 15:25:20.527428,2024-08-19 15:25:20.857914,330.4879,271886.6048
338,2024-08-19 15:25:20.857927,2024-08-19 15:25:21.306499,448.5756,2024-08-19 15:25:21.306503,2024-08-19 15:25:21.629949,323.4493,272658.6409
339,2024-08-19 15:25:21.629964,2024-08-19 15:25:22.094207,464.2459,2024-08-19 15:25:22.094210,2024-08-19 15:25:22.411358,317.1497,273440.049
340,2024-08-19 15:25:22.411370,2024-08-19 15:25:22.853411,442.0449,2024-08-19 15:25:22.853415,2024-08-19 15:25:23.179533,326.1197,274208.2238
341,2024-08-19 15:25:23.179545,2024-08-19 15:25:23.612785,433.2418,2024-08-19 15:25:23.612787,2024-08-19 15:25:23.940387,327.6047,274969.0807
342,2024-08-19 15:25:23.940408,2024-08-19 15:25:24.428831,488.4259,2024-08-19 15:25:24.428834,2024-08-19 15:25:24.756457,327.6256,275785.1488
343,2024-08-19 15:25:24.756471,2024-08-19 15:25:25.169482,413.0136,2024-08-19 15:25:25.169485,2024-08-19 15:25:25.490027,320.5439,276518.7178
344,2024-08-19 15:25:25.490038,2024-08-19 15:25:25.903571,413.5351,2024-08-19 15:25:25.903573,2024-08-19 15:25:26.219923,316.352,277248.6141
345,2024-08-19 15:25:26.219934,2024-08-19 15:25:26.661080,441.1486,2024-08-19 15:25:26.661083,2024-08-19 15:25:27.010179,349.0988,278038.8709
346,2024-08-19 15:25:27.010194,2024-08-19 15:25:27.444861,434.6701,2024-08-19 15:25:27.444864,2024-08-19 15:25:27.759920,315.058,278788.6109
347,2024-08-19 15:25:27.759933,2024-08-19 15:25:28.196955,437.0244,2024-08-19 15:25:28.196958,2024-08-19 15:25:28.520170,323.2153,279548.8621
348,2024-08-19 15:25:28.520183,2024-08-19 15:25:28.966046,445.8659,2024-08-19 15:25:28.966049,2024-08-19 15:25:29.286901,320.8536,280315.5917
349,2024-08-19 15:25:29.286915,2024-08-19 15:25:29.714040,427.1286,2024-08-19 15:25:29.714044,2024-08-19 15:25:30.039319,325.2782,281068.0108
350,2024-08-19 15:25:30.039332,2024-08-19 15:25:30.474675,435.3449,2024-08-19 15:25:30.474678,2024-08-19 15:25:30.818385,343.7096,281847.0769
351,2024-08-19 15:25:30.818399,2024-08-19 15:25:31.268028,449.6324,2024-08-19 15:25:31.268032,2024-08-19 15:25:31.597515,329.4852,282626.2056
352,2024-08-19 15:25:31.597526,2024-08-19 15:25:32.045747,448.2242,2024-08-19 15:25:32.045751,2024-08-19 15:25:32.369169,323.4204,283397.86
353,2024-08-19 15:25:32.369182,2024-08-19 15:25:32.813568,444.3898,2024-08-19 15:25:32.813572,2024-08-19 15:25:33.137616,324.0467,284166.3076
354,2024-08-19 15:25:33.137629,2024-08-19 15:25:33.634008,496.3814,2024-08-19 15:25:33.634011,2024-08-19 15:25:33.959961,325.9521,284988.6517
355,2024-08-19 15:25:33.959972,2024-08-19 15:25:34.443153,483.1843,2024-08-19 15:25:34.443156,2024-08-19 15:25:34.765529,322.3764,285794.2215
356,2024-08-19 15:25:34.765571,2024-08-19 15:25:35.210807,445.2387,2024-08-19 15:25:35.210811,2024-08-19 15:25:35.554103,343.294,286582.7933
357,2024-08-19 15:25:35.554114,2024-08-19 15:25:36.005103,450.9926,2024-08-19 15:25:36.005107,2024-08-19 15:25:36.314402,309.2965,287343.0924
358,2024-08-19 15:25:36.314414,2024-08-19 15:25:36.752609,438.1988,2024-08-19 15:25:36.752613,2024-08-19 15:25:37.084335,331.7258,288113.0274
359,2024-08-19 15:25:37.084348,2024-08-19 15:25:37.537132,452.7863,2024-08-19 15:25:37.537135,2024-08-19 15:25:37.870530,333.3989,288899.2229
360,2024-08-19 15:25:37.870545,2024-08-19 15:25:38.290927,420.384,2024-08-19 15:25:38.290929,2024-08-19 15:25:38.655255,364.3289,289683.9469
361,2024-08-19 15:25:38.655281,2024-08-19 15:25:39.098872,443.5943,2024-08-19 15:25:39.098876,2024-08-19 15:25:39.425829,326.956,290454.5209
362,2024-08-19 15:25:39.425842,2024-08-19 15:25:39.882575,456.7348,2024-08-19 15:25:39.882577,2024-08-19 15:25:40.209074,326.4991,291237.7654
363,2024-08-19 15:25:40.209090,2024-08-19 15:25:40.664197,455.1101,2024-08-19 15:25:40.664201,2024-08-19 15:25:41.006619,342.4221,292035.3119
364,2024-08-19 15:25:41.006639,2024-08-19 15:25:41.445505,438.8681,2024-08-19 15:25:41.445507,2024-08-19 15:25:41.778160,332.6548,292806.851
365,2024-08-19 15:25:41.778171,2024-08-19 15:25:42.221972,443.8049,2024-08-19 15:25:42.221976,2024-08-19 15:25:42.543348,321.3754,293572.0406
366,2024-08-19 15:25:42.543366,2024-08-19 15:25:42.973294,429.9319,2024-08-19 15:25:42.973299,2024-08-19 15:25:43.300222,326.9273,294328.9153
367,2024-08-19 15:25:43.300240,2024-08-19 15:25:43.733711,433.4748,2024-08-19 15:25:43.733715,2024-08-19 15:25:44.051431,317.7195,295080.1239
368,2024-08-19 15:25:44.051449,2024-08-19 15:25:44.533839,482.3949,2024-08-19 15:25:44.533844,2024-08-19 15:25:44.868021,334.1807,295896.7141
369,2024-08-19 15:25:44.868043,2024-08-19 15:25:45.304318,436.2787,2024-08-19 15:25:45.304323,2024-08-19 15:25:45.635519,331.2003,296664.2119
370,2024-08-19 15:25:45.635536,2024-08-19 15:25:46.067987,432.4546,2024-08-19 15:25:46.067992,2024-08-19 15:25:46.385864,317.8759,297414.5566
371,2024-08-19 15:25:46.385882,2024-08-19 15:25:46.858543,472.6641,2024-08-19 15:25:46.858547,2024-08-19 15:25:47.170719,312.1746,298199.4101
372,2024-08-19 15:25:47.170732,2024-08-19 15:25:47.618504,447.7749,2024-08-19 15:25:47.618507,2024-08-19 15:25:48.001472,382.9683,299030.1642
373,2024-08-19 15:25:48.001488,2024-08-19 15:25:48.482921,481.4358,2024-08-19 15:25:48.482925,2024-08-19 15:25:48.835980,353.0598,299864.6735
374,2024-08-19 15:25:48.836006,2024-08-19 15:25:49.255286,419.2838,2024-08-19 15:25:49.255291,2024-08-19 15:25:49.569781,314.4949,300598.4745
375,2024-08-19 15:25:49.569799,2024-08-19 15:25:49.997064,427.2687,2024-08-19 15:25:49.997069,2024-08-19 15:25:50.315838,318.7716,301344.5292
376,2024-08-19 15:25:50.315878,2024-08-19 15:25:50.769854,453.9795,2024-08-19 15:25:50.769858,2024-08-19 15:25:51.106491,336.6366,302135.1831
377,2024-08-19 15:25:51.106504,2024-08-19 15:25:51.539713,433.2125,2024-08-19 15:25:51.539717,2024-08-19 15:25:51.860923,321.2077,302889.6138
378,2024-08-19 15:25:51.860936,2024-08-19 15:25:52.317733,456.8003,2024-08-19 15:25:52.317737,2024-08-19 15:25:52.721313,403.5783,303750.0038
379,2024-08-19 15:25:52.721326,2024-08-19 15:25:53.167084,445.7611,2024-08-19 15:25:53.167087,2024-08-19 15:25:53.490393,323.3084,304519.0843
380,2024-08-19 15:25:53.490405,2024-08-19 15:25:53.920286,429.8829,2024-08-19 15:25:53.920289,2024-08-19 15:25:54.236814,316.5285,305265.506
381,2024-08-19 15:25:54.236829,2024-08-19 15:25:54.677291,440.4658,2024-08-19 15:25:54.677296,2024-08-19 15:25:55.010838,333.5462,306039.5312
382,2024-08-19 15:25:55.010856,2024-08-19 15:25:55.449805,438.9523,2024-08-19 15:25:55.449810,2024-08-19 15:25:55.769040,319.2349,306797.7335
383,2024-08-19 15:25:55.769061,2024-08-19 15:25:56.192234,423.1759,2024-08-19 15:25:56.192238,2024-08-19 15:25:56.514070,321.8336,307542.7604
384,2024-08-19 15:25:56.514083,2024-08-19 15:25:56.942997,428.9177,2024-08-19 15:25:56.943001,2024-08-19 15:25:57.266599,323.6007,308295.2906
385,2024-08-19 15:25:57.266630,2024-08-19 15:25:57.717370,450.7423,2024-08-19 15:25:57.717373,2024-08-19 15:25:58.036447,319.0763,309065.138
386,2024-08-19 15:25:58.036460,2024-08-19 15:25:58.466409,429.9524,2024-08-19 15:25:58.466413,2024-08-19 15:25:58.778302,311.8919,309806.9935
387,2024-08-19 15:25:58.778315,2024-08-19 15:25:59.401937,623.627,2024-08-19 15:25:59.401942,2024-08-19 15:25:59.721533,319.595,310750.226
388,2024-08-19 15:25:59.721548,2024-08-19 15:26:00.145676,424.1315,2024-08-19 15:26:00.145680,2024-08-19 15:26:00.842704,697.0288,311871.3975
389,2024-08-19 15:26:00.842721,2024-08-19 15:26:01.275829,433.1112,2024-08-19 15:26:01.275833,2024-08-19 15:26:01.632616,356.785,312661.3066
390,2024-08-19 15:26:01.632627,2024-08-19 15:26:02.064111,431.4872,2024-08-19 15:26:02.064115,2024-08-19 15:26:02.393821,329.7098,313422.5135
391,2024-08-19 15:26:02.393837,2024-08-19 15:26:02.823868,430.0391,2024-08-19 15:26:02.823877,2024-08-19 15:26:03.134880,311.0072,314163.5727
392,2024-08-19 15:26:03.134899,2024-08-19 15:26:03.555311,420.4151,2024-08-19 15:26:03.555315,2024-08-19 15:26:03.906901,351.5879,314935.5919
393,2024-08-19 15:26:03.906915,2024-08-19 15:26:04.345566,438.6539,2024-08-19 15:26:04.345569,2024-08-19 15:26:04.661110,315.5436,315689.8015
394,2024-08-19 15:26:04.661122,2024-08-19 15:26:05.119913,458.7936,2024-08-19 15:26:05.119916,2024-08-19 15:26:05.486901,366.9873,316515.5924
395,2024-08-19 15:26:05.486913,2024-08-19 15:26:05.965717,478.8072,2024-08-19 15:26:05.965721,2024-08-19 15:26:06.284618,318.8994,317313.3089
396,2024-08-19 15:26:06.284630,2024-08-19 15:26:06.730044,445.4158,2024-08-19 15:26:06.730046,2024-08-19 15:26:07.044175,314.1315,318072.8667
397,2024-08-19 15:26:07.044191,2024-08-19 15:26:07.525196,481.0075,2024-08-19 15:26:07.525199,2024-08-19 15:26:07.853293,328.0968,318881.9845
398,2024-08-19 15:26:07.853305,2024-08-19 15:26:08.278997,425.694,2024-08-19 15:26:08.279000,2024-08-19 15:26:08.594202,315.2042,319622.893
399,2024-08-19 15:26:08.594215,2024-08-19 15:26:09.025797,431.5854,2024-08-19 15:26:09.025801,2024-08-19 15:26:09.344213,318.4149,320372.9042
400,2024-08-19 15:26:09.344228,2024-08-19 15:26:09.793375,449.1535,2024-08-19 15:26:09.793382,2024-08-19 15:26:10.114239,320.8595,321142.9306
401,2024-08-19 15:26:10.114252,2024-08-19 15:26:10.581006,466.758,2024-08-19 15:26:10.581010,2024-08-19 15:26:10.901857,320.8506,321930.5497
402,2024-08-19 15:26:10.901871,2024-08-19 15:26:11.331872,430.0038,2024-08-19 15:26:11.331876,2024-08-19 15:26:11.656135,324.2609,322684.8253
403,2024-08-19 15:26:11.656146,2024-08-19 15:26:12.103958,447.8148,2024-08-19 15:26:12.103962,2024-08-19 15:26:12.411135,307.1766,323439.8273
404,2024-08-19 15:26:12.411151,2024-08-19 15:26:12.840962,429.8144,2024-08-19 15:26:12.840966,2024-08-19 15:26:13.154470,313.5067,324183.1617
405,2024-08-19 15:26:13.154485,2024-08-19 15:26:13.574344,419.8618,2024-08-19 15:26:13.574347,2024-08-19 15:26:13.889133,314.7878,324917.8236
406,2024-08-19 15:26:13.889144,2024-08-19 15:26:14.344405,455.263,2024-08-19 15:26:14.344408,2024-08-19 15:26:14.689997,345.5916,325718.688
407,2024-08-19 15:26:14.690010,2024-08-19 15:26:15.121360,431.3527,2024-08-19 15:26:15.121363,2024-08-19 15:26:15.428359,306.9977,326457.0499
408,2024-08-19 15:26:15.428371,2024-08-19 15:26:15.882395,454.0265,2024-08-19 15:26:15.882398,2024-08-19 15:26:16.201243,318.8474,327229.9338
409,2024-08-19 15:26:16.201254,2024-08-19 15:26:16.663002,461.7507,2024-08-19 15:26:16.663005,2024-08-19 15:26:17.006807,343.8057,328035.4997
410,2024-08-19 15:26:17.006822,2024-08-19 15:26:17.429436,422.6169,2024-08-19 15:26:17.429439,2024-08-19 15:26:17.747818,318.3811,328776.5088
411,2024-08-19 15:26:17.747830,2024-08-19 15:26:18.182908,435.0811,2024-08-19 15:26:18.182911,2024-08-19 15:26:18.492446,309.5375,329521.1378
412,2024-08-19 15:26:18.492459,2024-08-19 15:26:18.926831,434.3752,2024-08-19 15:26:18.926835,2024-08-19 15:26:19.258967,332.1357,330287.6592
413,2024-08-19 15:26:19.258981,2024-08-19 15:26:19.701465,442.4915,2024-08-19 15:26:19.701472,2024-08-19 15:26:20.030789,329.3186,331059.4798
414,2024-08-19 15:26:20.030829,2024-08-19 15:26:20.459445,428.6192,2024-08-19 15:26:20.459449,2024-08-19 15:26:20.794395,334.9486,331823.086
415,2024-08-19 15:26:20.794407,2024-08-19 15:26:21.224991,430.5883,2024-08-19 15:26:21.224996,2024-08-19 15:26:21.542206,317.2123,332570.8969
416,2024-08-19 15:26:21.542219,2024-08-19 15:26:21.973744,431.5281,2024-08-19 15:26:21.973747,2024-08-19 15:26:22.317294,343.5506,333345.9867
417,2024-08-19 15:26:22.317312,2024-08-19 15:26:22.751142,433.834,2024-08-19 15:26:22.751147,2024-08-19 15:26:23.099236,348.0934,334127.9295
418,2024-08-19 15:26:23.099252,2024-08-19 15:26:23.767178,667.9276,2024-08-19 15:26:23.767180,2024-08-19 15:26:24.081214,314.0366,335109.9057
419,2024-08-19 15:26:24.081230,2024-08-19 15:26:24.519212,437.9851,2024-08-19 15:26:24.519216,2024-08-19 15:26:24.833764,314.5511,335862.4558
420,2024-08-19 15:26:24.833780,2024-08-19 15:26:25.258441,424.665,2024-08-19 15:26:25.258445,2024-08-19 15:26:25.583818,325.3771,336612.5116
421,2024-08-19 15:26:25.583839,2024-08-19 15:26:26.045246,461.4105,2024-08-19 15:26:26.045251,2024-08-19 15:26:26.376665,331.4186,337405.3583
422,2024-08-19 15:26:26.376683,2024-08-19 15:26:26.964895,588.2165,2024-08-19 15:26:26.964900,2024-08-19 15:26:27.277163,312.2675,338305.8565
423,2024-08-19 15:26:27.277181,2024-08-19 15:26:27.696890,419.713,2024-08-19 15:26:27.696895,2024-08-19 15:26:28.028776,331.8849,339057.4691
424,2024-08-19 15:26:28.028794,2024-08-19 15:26:28.460394,431.6038,2024-08-19 15:26:28.460399,2024-08-19 15:26:28.789623,329.2288,339818.3165
425,2024-08-19 15:26:28.789641,2024-08-19 15:26:29.240700,451.0629,2024-08-19 15:26:29.240705,2024-08-19 15:26:29.569581,328.88,340598.2737
426,2024-08-19 15:26:29.569598,2024-08-19 15:26:30.031874,462.2729,2024-08-19 15:26:30.031879,2024-08-19 15:26:30.383229,351.3544,341411.9226
427,2024-08-19 15:26:30.383247,2024-08-19 15:26:30.806083,422.8392,2024-08-19 15:26:30.806088,2024-08-19 15:26:31.125587,319.5042,342154.2807
428,2024-08-19 15:26:31.125610,2024-08-19 15:26:31.576856,451.2496,2024-08-19 15:26:31.576860,2024-08-19 15:26:31.897749,320.8931,342926.4425
429,2024-08-19 15:26:31.897766,2024-08-19 15:26:32.346410,448.6464,2024-08-19 15:26:32.346413,2024-08-19 15:26:32.662051,315.64,343690.7421
430,2024-08-19 15:26:32.662064,2024-08-19 15:26:33.091947,429.8867,2024-08-19 15:26:33.091951,2024-08-19 15:26:33.407428,315.4801,344436.1204
431,2024-08-19 15:26:33.407443,2024-08-19 15:26:33.948735,541.2956,2024-08-19 15:26:33.948739,2024-08-19 15:26:34.264565,315.8284,345293.2558
432,2024-08-19 15:26:34.264577,2024-08-19 15:26:34.733408,468.8324,2024-08-19 15:26:34.733410,2024-08-19 15:26:35.053165,319.7571,346081.856
433,2024-08-19 15:26:35.053175,2024-08-19 15:26:35.502276,449.1045,2024-08-19 15:26:35.502280,2024-08-19 15:26:35.822849,320.571,346851.5401
434,2024-08-19 15:26:35.822861,2024-08-19 15:26:36.268077,445.2179,2024-08-19 15:26:36.268079,2024-08-19 15:26:36.586150,318.0727,347614.8409
435,2024-08-19 15:26:36.586162,2024-08-19 15:26:37.109570,523.4127,2024-08-19 15:26:37.109575,2024-08-19 15:26:37.426205,316.6343,348454.8978
436,2024-08-19 15:26:37.426222,2024-08-19 15:26:37.847659,421.4401,2024-08-19 15:26:37.847662,2024-08-19 15:26:38.174551,326.892,349203.2432
437,2024-08-19 15:26:38.174567,2024-08-19 15:26:38.609242,434.6788,2024-08-19 15:26:38.609246,2024-08-19 15:26:38.958585,349.3425,349987.277
438,2024-08-19 15:26:38.958599,2024-08-19 15:26:39.414111,455.5154,2024-08-19 15:26:39.414114,2024-08-19 15:26:39.752535,338.4225,350781.2258
439,2024-08-19 15:26:39.752547,2024-08-19 15:26:40.189785,437.2402,2024-08-19 15:26:40.189788,2024-08-19 15:26:40.522814,333.0293,351551.506
440,2024-08-19 15:26:40.522827,2024-08-19 15:26:41.005642,482.8171,2024-08-19 15:26:41.005645,2024-08-19 15:26:41.322836,317.194,352351.5277
441,2024-08-19 15:26:41.322849,2024-08-19 15:26:41.791330,468.4827,2024-08-19 15:26:41.791332,2024-08-19 15:26:42.132597,341.2682,353161.2895
442,2024-08-19 15:26:42.132611,2024-08-19 15:26:42.585669,453.0604,2024-08-19 15:26:42.585672,2024-08-19 15:26:42.916262,330.5929,353944.9539
443,2024-08-19 15:26:42.916304,2024-08-19 15:26:43.350733,434.4329,2024-08-19 15:26:43.350738,2024-08-19 15:26:43.680751,330.0153,354709.4417
444,2024-08-19 15:26:43.680765,2024-08-19 15:26:44.119116,438.3541,2024-08-19 15:26:44.119119,2024-08-19 15:26:44.451873,332.7564,355480.5644
445,2024-08-19 15:26:44.451885,2024-08-19 15:26:44.904093,452.211,2024-08-19 15:26:44.904096,2024-08-19 15:26:45.218443,314.3507,356247.1358
446,2024-08-19 15:26:45.218458,2024-08-19 15:26:45.653683,435.2282,2024-08-19 15:26:45.653687,2024-08-19 15:26:45.970735,317.0496,356999.4255
447,2024-08-19 15:26:45.970747,2024-08-19 15:26:46.401701,430.9692,2024-08-19 15:26:46.401717,2024-08-19 15:26:46.738594,336.8803,357767.2863
448,2024-08-19 15:26:46.738607,2024-08-19 15:26:47.172714,434.1103,2024-08-19 15:26:47.172718,2024-08-19 15:26:47.493531,320.8163,358522.2232
449,2024-08-19 15:26:47.493548,2024-08-19 15:26:47.930993,437.4489,2024-08-19 15:26:47.930998,2024-08-19 15:26:48.269980,338.989,359298.6756
450,2024-08-19 15:26:48.270003,2024-08-19 15:26:48.707712,437.7116,2024-08-19 15:26:48.707716,2024-08-19 15:26:49.034476,326.7633,360063.1682
451,2024-08-19 15:26:49.034493,2024-08-19 15:26:49.469511,435.0221,2024-08-19 15:26:49.469515,2024-08-19 15:26:49.812872,343.3592,360841.5631
452,2024-08-19 15:26:49.812884,2024-08-19 15:26:50.242797,429.9153,2024-08-19 15:26:50.242800,2024-08-19 15:26:50.564107,321.3091,361592.798
453,2024-08-19 15:26:50.564118,2024-08-19 15:26:51.005340,441.2247,2024-08-19 15:26:51.005343,2024-08-19 15:26:51.320059,314.7189,362348.7508
454,2024-08-19 15:26:51.320074,2024-08-19 15:26:51.762302,442.2309,2024-08-19 15:26:51.762305,2024-08-19 15:26:52.072570,310.2673,363101.2613
455,2024-08-19 15:26:52.072582,2024-08-19 15:26:52.511688,439.1075,2024-08-19 15:26:52.511691,2024-08-19 15:26:52.823331,311.6432,363852.0226
456,2024-08-19 15:26:52.823344,2024-08-19 15:26:53.259443,436.1026,2024-08-19 15:26:53.259447,2024-08-19 15:26:53.617573,358.1305,364646.2665
457,2024-08-19 15:26:53.617595,2024-08-19 15:26:54.039528,421.9374,2024-08-19 15:26:54.039533,2024-08-19 15:26:54.358839,319.3103,365387.5322
458,2024-08-19 15:26:54.358855,2024-08-19 15:26:54.812005,453.1528,2024-08-19 15:26:54.812008,2024-08-19 15:26:55.135989,323.9839,366164.6804
459,2024-08-19 15:26:55.136002,2024-08-19 15:26:55.573243,437.2446,2024-08-19 15:26:55.573247,2024-08-19 15:26:55.923397,350.1525,366952.0879
460,2024-08-19 15:26:55.923411,2024-08-19 15:26:56.348413,425.0039,2024-08-19 15:26:56.348416,2024-08-19 15:26:56.668145,319.7316,367696.8361
461,2024-08-19 15:26:56.668157,2024-08-19 15:26:57.104676,436.522,2024-08-19 15:26:57.104679,2024-08-19 15:26:57.425508,320.8323,368454.2003
462,2024-08-19 15:26:57.425524,2024-08-19 15:26:57.857519,431.9975,2024-08-19 15:26:57.857522,2024-08-19 15:26:58.182785,325.2656,369211.4764
463,2024-08-19 15:26:58.182798,2024-08-19 15:26:58.614793,431.9985,2024-08-19 15:26:58.614797,2024-08-19 15:26:58.939664,324.8698,369968.3556
464,2024-08-19 15:26:58.939692,2024-08-19 15:26:59.398962,459.2732,2024-08-19 15:26:59.398966,2024-08-19 15:26:59.724947,325.9827,370753.6375
465,2024-08-19 15:26:59.724965,2024-08-19 15:27:00.160901,435.939,2024-08-19 15:27:00.160904,2024-08-19 15:27:00.476825,315.9235,371505.5167
466,2024-08-19 15:27:00.476839,2024-08-19 15:27:00.942162,465.3265,2024-08-19 15:27:00.942166,2024-08-19 15:27:01.255397,313.2338,372284.0882
467,2024-08-19 15:27:01.255408,2024-08-19 15:27:01.718806,463.4016,2024-08-19 15:27:01.718810,2024-08-19 15:27:02.037434,318.6264,373066.1249
468,2024-08-19 15:27:02.037447,2024-08-19 15:27:02.666270,628.826,2024-08-19 15:27:02.666273,2024-08-19 15:27:02.995394,329.1235,374024.0855
469,2024-08-19 15:27:02.995408,2024-08-19 15:27:03.437726,442.3218,2024-08-19 15:27:03.437730,2024-08-19 15:27:03.761242,323.5145,374789.9331
470,2024-08-19 15:27:03.761255,2024-08-19 15:27:04.190258,429.0056,2024-08-19 15:27:04.190260,2024-08-19 15:27:04.512217,321.9595,375540.9088
471,2024-08-19 15:27:04.512229,2024-08-19 15:27:04.957624,445.3971,2024-08-19 15:27:04.957627,2024-08-19 15:27:05.285233,327.6083,376313.924
472,2024-08-19 15:27:05.285270,2024-08-19 15:27:05.710495,425.2293,2024-08-19 15:27:05.710500,2024-08-19 15:27:06.015119,304.6237,377043.8125
473,2024-08-19 15:27:06.015137,2024-08-19 15:27:06.449837,434.7038,2024-08-19 15:27:06.449842,2024-08-19 15:27:06.787724,337.8861,377816.4172
474,2024-08-19 15:27:06.787741,2024-08-19 15:27:07.233551,445.8132,2024-08-19 15:27:07.233555,2024-08-19 15:27:07.538095,304.5437,378566.7879
475,2024-08-19 15:27:07.538114,2024-08-19 15:27:07.994700,456.5908,2024-08-19 15:27:07.994705,2024-08-19 15:27:08.310008,315.3064,379338.7008
476,2024-08-19 15:27:08.310024,2024-08-19 15:27:08.744727,434.706,2024-08-19 15:27:08.744730,2024-08-19 15:27:09.064435,319.7071,380093.1262
477,2024-08-19 15:27:09.064449,2024-08-19 15:27:09.481295,416.8491,2024-08-19 15:27:09.481298,2024-08-19 15:27:09.823705,342.4088,380852.3958
478,2024-08-19 15:27:09.823718,2024-08-19 15:27:10.283409,459.6956,2024-08-19 15:27:10.283414,2024-08-19 15:27:10.613648,330.2358,381642.3382
479,2024-08-19 15:27:10.613661,2024-08-19 15:27:11.064129,450.4701,2024-08-19 15:27:11.064131,2024-08-19 15:27:11.378070,313.945,382406.7652
480,2024-08-19 15:27:11.378085,2024-08-19 15:27:11.816097,438.0157,2024-08-19 15:27:11.816101,2024-08-19 15:27:12.122325,306.2268,383151.0163
481,2024-08-19 15:27:12.122340,2024-08-19 15:27:12.558942,436.6055,2024-08-19 15:27:12.558945,2024-08-19 15:27:12.917691,358.7492,383946.3835
482,2024-08-19 15:27:12.917705,2024-08-19 15:27:13.383511,465.8083,2024-08-19 15:27:13.383514,2024-08-19 15:27:13.703189,319.678,384731.8805
483,2024-08-19 15:27:13.703203,2024-08-19 15:27:14.138859,435.6587,2024-08-19 15:27:14.138862,2024-08-19 15:27:14.469795,330.9356,385498.4863
484,2024-08-19 15:27:14.469807,2024-08-19 15:27:14.919904,450.0993,2024-08-19 15:27:14.919907,2024-08-19 15:27:15.239225,319.3215,386267.917
485,2024-08-19 15:27:15.239237,2024-08-19 15:27:15.674676,435.4414,2024-08-19 15:27:15.674679,2024-08-19 15:27:15.998011,323.3335,387026.7016
486,2024-08-19 15:27:15.998024,2024-08-19 15:27:16.438599,440.5786,2024-08-19 15:27:16.438603,2024-08-19 15:27:16.760130,321.5296,387788.8216
487,2024-08-19 15:27:16.760147,2024-08-19 15:27:17.231219,471.075,2024-08-19 15:27:17.231222,2024-08-19 15:27:17.588157,356.9384,388616.8497
488,2024-08-19 15:27:17.588172,2024-08-19 15:27:18.023528,435.3597,2024-08-19 15:27:18.023532,2024-08-19 15:27:18.373155,349.6248,389401.8454
489,2024-08-19 15:27:18.373168,2024-08-19 15:27:18.958936,585.7715,2024-08-19 15:27:18.958940,2024-08-19 15:27:19.321186,362.2486,390349.8772
490,2024-08-19 15:27:19.321199,2024-08-19 15:27:19.764579,443.3821,2024-08-19 15:27:19.764582,2024-08-19 15:27:20.090211,325.6309,391118.9017
491,2024-08-19 15:27:20.090223,2024-08-19 15:27:20.546325,456.1049,2024-08-19 15:27:20.546328,2024-08-19 15:27:20.869426,323.0999,391898.1167
492,2024-08-19 15:27:20.869436,2024-08-19 15:27:21.309235,439.8012,2024-08-19 15:27:21.309238,2024-08-19 15:27:21.638203,328.9686,392666.895
493,2024-08-19 15:27:21.638218,2024-08-19 15:27:22.119032,480.8205,2024-08-19 15:27:22.119039,2024-08-19 15:27:22.436835,317.7995,393465.5277
494,2024-08-19 15:27:22.436851,2024-08-19 15:27:22.891201,454.3533,2024-08-19 15:27:22.891206,2024-08-19 15:27:23.212111,320.9093,394240.8039
495,2024-08-19 15:27:23.212128,2024-08-19 15:27:23.647549,435.4251,2024-08-19 15:27:23.647554,2024-08-19 15:27:23.994272,346.7222,395022.9649
496,2024-08-19 15:27:23.994289,2024-08-19 15:27:24.430841,436.5558,2024-08-19 15:27:24.430846,2024-08-19 15:27:24.755977,325.1342,395784.6694
497,2024-08-19 15:27:24.755995,2024-08-19 15:27:25.197820,441.8289,2024-08-19 15:27:25.197825,2024-08-19 15:27:25.519876,322.0531,396548.5665
498,2024-08-19 15:27:25.519891,2024-08-19 15:27:25.973312,453.4248,2024-08-19 15:27:25.973316,2024-08-19 15:27:26.296980,323.6674,397325.6728
499,2024-08-19 15:27:26.296998,2024-08-19 15:27:26.717164,420.1696,2024-08-19 15:27:26.717168,2024-08-19 15:27:27.037476,320.3112,398066.1684
500,2024-08-19 15:27:27.037493,2024-08-19 15:27:27.476909,439.4186,2024-08-19 15:27:27.476913,2024-08-19 15:27:27.824010,347.1006,398852.7025
501,2024-08-19 15:27:27.824058,2024-08-19 15:27:28.239536,415.4814,2024-08-19 15:27:28.239541,2024-08-19 15:27:28.559251,319.7141,399587.944
502,2024-08-19 15:27:28.559266,2024-08-19 15:27:29.001520,442.2564,2024-08-19 15:27:29.001523,2024-08-19 15:27:29.319955,318.4338,400348.6457
503,2024-08-19 15:27:29.319965,2024-08-19 15:27:29.766299,446.3371,2024-08-19 15:27:29.766303,2024-08-19 15:27:30.104194,337.8947,401132.886
504,2024-08-19 15:27:30.104208,2024-08-19 15:27:30.544755,440.5503,2024-08-19 15:27:30.544759,2024-08-19 15:27:30.862505,317.748,401891.1958
505,2024-08-19 15:27:30.862517,2024-08-19 15:27:31.302399,439.8875,2024-08-19 15:27:31.302405,2024-08-19 15:27:31.626715,324.3295,402655.4235
506,2024-08-19 15:27:31.626747,2024-08-19 15:27:32.107729,480.9857,2024-08-19 15:27:32.107734,2024-08-19 15:27:32.446059,338.3279,403474.7506
